Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
IIT_Delhi,0.109502315,10:07:08,92,92.42162,-999,-999,-999,-999,-999,51.791408,51.164438,3.266431,0.208456,0.254096,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06254,0.11788,0.23384,0.23431,1,1,30:06:2022,22:15:36,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109502315,10:30:30,92,92.437847,-999,-999,-999,-999,-999,56.729397,56.090614,2.349776,0.240676,0.290854,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.06517,0.12276,0.24221,0.24169,1,1,30:06:2022,22:21:17,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109502315,10:59:11,92,92.457766,-999,-999,-999,-999,-999,62.891169,62.242804,2.860215,0.200992,0.287462,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.06943,0.13065,0.25573,0.25366,1,1,30:06:2022,22:26:44,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109502315,11:49:09,92,92.492465,-999,-999,-999,-999,-999,73.768029,73.112557,3.038415,0.129643,0.255577,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08108,0.15224,0.2927,0.28645,1,1,30:06:2022,22:33:47,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.109502315,12:07:29,92,92.505197,-999,-999,-999,-999,-999,77.772701,77.117813,3.174948,0.073408,0.257518,4,8,7,5,4,8,7,5,4,9,7,6,4,10,7,6,0.08755,0.1642,0.31317,0.30456,1,1,30:06:2022,22:36:12,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,01:53:53,93,93.079086,-999,-999,-999,-999,-999,73.721272,74.377684,3.150629,0.157693,0.256203,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08002,0.15156,0.29383,0.2917,1,1,30:06:2022,22:31:00,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,02:25:30,93,93.101042,-999,-999,-999,-999,-999,66.814194,67.468059,2.678775,0.226233,0.268169,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07221,0.13668,0.26761,0.26709,1,1,30:06:2022,22:37:15,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,03:14:01,93,93.134734,-999,-999,-999,-999,-999,56.333484,56.974562,2.469329,0.332549,0.28695,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06454,0.12211,0.24201,0.2432,1,1,30:06:2022,22:42:11,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,03:43:49,93,93.155428,-999,-999,-999,-999,-999,50.041896,50.667964,2.990497,0.33996,0.317982,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06143,0.11623,0.2317,0.23365,1,1,30:06:2022,22:46:52,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,10:06:48,93,93.421389,-999,-999,-999,-999,-999,51.576837,50.94846,3.057404,0.504742,0.393545,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06243,0.11769,0.23352,0.23402,1,1,30:06:2022,22:35:49,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,10:31:13,93,93.438345,0.051229,0.021552,0.019908,0.018536,1.456763,56.748469,56.1082,1.90095,0.160026,0.403748,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.06519,0.12279,0.24224,0.24172,1,1,30:06:2022,22:43:00,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,10:59:31,93,93.457998,-999,-999,-999,-999,-999,62.838616,62.189374,2.722508,0.172833,0.378705,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.0694,0.13058,0.25559,0.25354,1,1,30:06:2022,22:16:02,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,11:48:54,93,93.492292,-999,-999,-999,-999,-999,73.596911,72.941182,3.44984,0.114769,0.315771,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08083,0.15178,0.29192,0.28576,1,1,30:06:2022,22:22:31,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.151168981,12:07:19,93,93.505081,-999,-999,-999,-999,-999,77.620923,76.965897,3.144182,0.051243,0.316481,4,8,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.08728,0.16371,0.31229,0.30379,1,1,30:06:2022,22:25:23,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.192835648,01:53:33,94,94.078854,-999,-999,-999,-999,-999,73.550822,74.207446,1.744639,0.066993,0.320769,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07977,0.15109,0.29302,0.29097,1,1,30:06:2022,22:26:02,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.192835648,02:24:22,94,94.100255,-999,-999,-999,-999,-999,66.814509,67.468965,1.760497,0.122385,0.302736,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07221,0.13668,0.26762,0.26709,1,1,30:06:2022,22:33:29,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.192835648,03:13:25,94,94.134317,-999,-999,-999,-999,-999,56.204041,56.846263,1.713262,0.156048,0.328155,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06446,0.12197,0.24176,0.24298,1,1,30:06:2022,22:38:49,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.192835648,10:06:32,94,94.421204,-999,-999,-999,-999,-999,51.377998,50.748206,5.1268,0.263166,0.344731,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06234,0.11752,0.23323,0.23376,1,1,30:06:2022,22:18:29,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.234502315,02:23:08,95,95.099398,0.06885,0.02593,0.022592,0.021512,1.706474,66.839179,67.49419,2.752728,0.149831,0.558497,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07223,0.13672,0.26769,0.26717,1,1,30:06:2022,22:23:14,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.234502315,03:13:13,95,95.134178,0.058108,0.018835,0.017957,0.017504,1.82255,55.991827,56.635008,2.616386,0.266104,0.540914,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06434,0.12174,0.24136,0.24261,1,1,30:06:2022,22:33:42,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.234502315,03:39:53,95,95.152697,0.057628,0.023956,0.021872,0.02133,1.490758,50.331471,50.962397,2.668162,0.250636,0.570943,3,10,8,4,3,10,8,4,3,10,8,4,3,10,7,4,0.06156,0.11647,0.23212,0.23404,1,1,30:06:2022,22:39:51,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.276168981,10:33:14,96,96.439745,0.21053,0.11588,0.094821,0.077197,1.196178,56.790697,56.146403,2.376864,0.065372,1.546514,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.06522,0.12284,0.24233,0.24178,1,1,30:06:2022,22:43:23,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.276168981,11:49:47,96,96.492905,0.20761,0.1026,0.084154,0.073165,1.361374,73.445366,72.789045,2.5319,0.026677,1.407386,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08066,0.15142,0.29129,0.28516,1,1,30:06:2022,22:56:19,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.276168981,12:08:20,96,96.505787,0.20503,0.096911,0.079699,0.06733,1.427463,77.500218,76.845139,4.078588,0.03745,1.375559,4,9,7,6,4,8,7,6,4,9,7,6,4,9,7,6,0.0871,0.16334,0.31167,0.30318,1,1,30:06:2022,23:01:29,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.317835648,01:48:24,97,97.075278,0.14756,0.049253,0.034977,0.024473,2.163704,73.960632,74.617571,4.776147,0.101413,1.183497,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0822,0.15167,0.29461,0.29198,1,1,30:06:2022,22:38:43,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.317835648,03:09:22,97,97.131505,0.129,0.057466,0.049658,0.042446,1.454993,56.317635,56.963797,2.48553,0.162641,1.073304,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06655,0.12395,0.24407,0.24486,1,1,30:06:2022,22:58:34,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.317835648,11:02:42,97,97.460208,0.080602,0.039141,0.032561,0.024668,1.370188,63.045763,62.39313,3.11216,0.150468,0.712922,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07154,0.13206,0.25758,0.25514,1,1,30:06:2022,22:37:06,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.317835648,11:50:14,97,97.493218,0.061837,0.02157,0.018916,0.0141,1.817686,73.430395,72.773953,3.484462,0.09524,0.520651,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0825,0.15095,0.29108,0.28472,1,1,30:06:2022,22:45:13,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.317835648,12:08:38,97,97.505995,0.054958,0.020642,0.018846,0.014821,1.649256,77.452569,76.797537,3.63724,0.062935,0.498671,4,8,7,6,4,9,7,6,4,8,7,6,4,9,7,6,0.08881,0.16182,0.31034,0.30168,1,1,30:06:2022,22:48:48,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.359502315,01:47:25,98,98.074595,-999,-999,-999,-999,-999,73.941187,74.598165,2.710248,0.099859,0.387644,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08219,0.15164,0.29455,0.2919,1,1,30:06:2022,22:41:42,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.359502315,02:19:52,98,98.09713,0.06082,0.02734,0.026044,0.023422,1.312801,66.834558,67.490908,2.556271,0.160342,0.469277,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07419,0.13744,0.26862,0.26765,1,1,30:06:2022,22:21:09,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.359502315,03:08:07,98,98.130637,0.049258,0.018416,0.017433,0.014639,1.608936,56.341375,56.988691,2.22749,0.214083,0.495932,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06657,0.12397,0.24411,0.2449,1,1,30:06:2022,22:28:25,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.359502315,03:37:19,98,98.150914,0.055063,0.026959,0.026788,0.025224,1.123947,50.098227,50.733998,2.336956,0.273812,0.534711,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06351,0.1186,0.23434,0.23589,1,1,30:06:2022,22:31:13,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.359502315,10:34:27,98,98.44059,-999,-999,-999,-999,-999,56.801809,56.155184,3.374413,0.314887,0.393703,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.06724,0.12465,0.24443,0.24354,1,1,30:06:2022,22:22:57,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.359502315,11:02:28,98,98.460046,-999,-999,-999,-999,-999,62.877345,62.224179,2.827779,0.170913,0.355452,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07142,0.13184,0.25718,0.25477,1,1,30:06:2022,22:28:49,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.359502315,11:52:23,98,98.494711,-999,-999,-999,-999,-999,73.788096,73.131639,3.476858,0.100001,0.311024,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08299,0.1518,0.29259,0.28606,1,1,30:06:2022,22:35:06,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.359502315,12:10:42,98,98.507431,-999,-999,-999,-999,-999,77.790872,77.136192,4.151559,0.066765,0.316771,4,8,7,6,4,8,7,6,4,8,7,6,4,10,7,6,0.08941,0.16286,0.31217,0.30331,1,1,30:06:2022,22:37:50,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.401168981,01:47:08,99,99.074398,-999,-999,-999,-999,-999,73.770795,74.427819,2.134867,0.070381,0.284457,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08197,0.15123,0.2938,0.2912,1,1,30:06:2022,22:16:12,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.401168981,02:18:45,99,99.096354,-999,-999,-999,-999,-999,66.844654,67.501364,2.006855,0.119443,0.292641,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0742,0.13746,0.26866,0.26768,1,1,30:06:2022,22:23:56,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.401168981,03:06:56,99,99.129815,-999,-999,-999,-999,-999,56.354459,57.00285,1.936926,0.196306,0.270173,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06657,0.12399,0.24414,0.24492,1,1,30:06:2022,22:29:43,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.401168981,03:37:03,99,99.150729,-999,-999,-999,-999,-999,49.903322,50.540319,2.282942,0.253797,0.251232,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06343,0.11845,0.23408,0.23565,1,1,30:06:2022,22:35:09,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.442835648,01:46:51,100,100.074201,-999,-999,-999,-999,-999,73.602859,74.259904,2.136934,0.064567,0.32461,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08175,0.15085,0.29308,0.29051,1,1,30:06:2022,22:36:08,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.442835648,02:17:44,100,100.095648,-999,-999,-999,-999,-999,66.835766,67.492785,2.249552,0.121843,0.332998,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07418,0.13743,0.26862,0.26765,1,1,30:06:2022,22:20:17,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.442835648,03:06:42,100,100.129653,-999,-999,-999,-999,-999,56.165826,56.814976,2.576801,0.26709,0.369895,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06647,0.1238,0.2438,0.24461,1,1,30:06:2022,22:27:02,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.442835648,03:33:50,100,100.148495,-999,-999,-999,-999,-999,50.339457,50.978994,1.94771,0.112358,0.394136,3,10,8,4,3,10,8,3,3,10,8,4,3,10,8,4,0.06361,0.11878,0.23467,0.23619,1,1,30:06:2022,22:34:47,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.442835648,10:36:49,100,100.442234,0.05232,0.018449,0.018961,0.014227,1.592316,57.069407,56.420382,2.073657,0.08558,0.505736,4,10,7,5,4,10,7,5,4,10,8,4,4,10,8,4,0.0674,0.12492,0.24491,0.24397,1,1,30:06:2022,22:31:10,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.442835648,11:03:34,100,100.46081,0.052721,0.021625,0.02085,0.016873,1.44003,62.885467,62.231101,2.447567,0.112005,0.480562,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07142,0.13184,0.2572,0.25479,1,1,30:06:2022,22:38:49,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.442835648,11:51:52,100,100.494352,0.063622,0.023755,0.021221,0.017019,1.687117,73.451479,72.794919,2.864345,0.073628,0.492308,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08253,0.15099,0.29117,0.28479,1,1,30:06:2022,22:45:38,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.442835648,12:10:21,100,100.507188,0.064551,0.025573,0.024254,0.02035,1.515943,77.490472,76.835915,3.289711,0.054086,0.499457,4,9,7,6,4,8,7,6,4,9,7,6,4,10,7,6,0.08887,0.16191,0.3105,0.30186,1,1,30:06:2022,22:48:41,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.484502315,01:44:02,101,101.072245,-999,-999,-999,-999,-999,73.992333,74.64916,2.368122,0.076901,0.333989,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08227,0.15177,0.2948,0.29211,1,1,30:06:2022,22:21:08,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.484502315,02:16:37,101,101.094873,-999,-999,-999,-999,-999,66.85175,67.509042,2.51684,0.16365,0.341414,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0742,0.13746,0.26867,0.2677,1,1,30:06:2022,22:28:50,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.484502315,03:06:26,101,101.129468,-999,-999,-999,-999,-999,55.987681,56.637571,2.162972,0.243373,0.378197,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06637,0.12363,0.24349,0.24432,1,1,30:06:2022,22:35:38,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.484502315,03:32:39,101,101.147674,0.051418,0.022541,0.021405,0.019669,1.356122,50.348412,50.989456,2.201544,0.289224,0.405483,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06362,0.11878,0.23468,0.23621,1,1,30:06:2022,22:40:52,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.484502315,10:36:34,101,101.44206,0.06969,0.031248,0.028154,0.022398,1.389939,56.895765,56.246016,1.950358,0.065149,0.647137,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.0673,0.12474,0.2446,0.24369,1,1,30:06:2022,22:41:41,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.484502315,11:04:06,101,101.461181,0.07317,0.032777,0.030144,0.025952,1.364469,62.887791,62.2329,2.980795,0.165511,0.644446,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07142,0.13185,0.2572,0.25479,1,1,30:06:2022,22:49:53,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.484502315,11:52:19,101,101.494664,0.077544,0.030435,0.026428,0.022256,1.646415,73.439022,72.782494,2.798232,0.070678,0.630974,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08252,0.15097,0.29112,0.28475,1,1,30:06:2022,22:18:13,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.484502315,12:10:44,101,101.507454,0.084425,0.035552,0.030399,0.02421,1.556722,77.462636,76.808278,3.098337,0.03926,0.642679,4,8,7,6,4,8,7,6,4,8,7,6,4,9,7,6,0.08883,0.16186,0.3104,0.30173,1,1,30:06:2022,22:22:49,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.526168981,02:16:12,102,102.094583,0.092054,0.038705,0.032315,0.025538,1.59046,66.717388,67.374882,1.875619,0.080129,0.766562,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.07407,0.13723,0.26825,0.26733,1,1,30:06:2022,22:27:26,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.526168981,03:03:43,102,102.127581,0.091769,0.040303,0.03409,0.02937,1.505319,56.344192,56.995386,2.303339,0.189349,0.80182,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.06656,0.12398,0.24413,0.24491,1,1,30:06:2022,22:32:05,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.526168981,03:31:35,102,102.146933,0.089962,0.035381,0.032157,0.030534,1.583289,50.33687,50.979308,2.237065,0.381608,0.814436,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.06361,0.11877,0.23467,0.23619,1,1,30:06:2022,22:42:55,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.526168981,10:36:50,102,102.442245,0.12133,0.05976,0.051943,0.042837,1.290416,56.835457,56.184892,2.265785,0.078947,0.992932,4,10,7,5,4,10,8,4,4,10,8,4,4,10,8,4,0.06726,0.12468,0.24448,0.24359,1,1,30:06:2022,22:43:57,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.526168981,11:06:19,102,102.46272,0.095444,0.044193,0.038913,0.031376,1.369931,63.259181,62.603626,2.010282,0.035285,0.91609,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.07172,0.13235,0.2581,0.25559,1,1,30:06:2022,22:55:11,1170,28.545,77.1926,15,lev20,Almucantar
IIT_Delhi,0.526168981,11:52:50,102,102.495023,0.097832,0.04102,0.035895,0.029439,1.533097,73.441671,72.785216,2.354788,0.025232,0.875937,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.08252,0.15099,0.29114,0.28476,1,1,30:06:2022,23:03:38,1170,28.545,77.1926,15,lev20,Almucantar
