Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Absorption_Angstrom_Exponent_440-870nm,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
Pune,0.780833333,09:49:00,323,323.409028,0.074171,0.052978,0.040704,0.035649,0.874265,58.525767,57.967165,3.234587,0.029865,0.443536,4,10,7,5,4,10,7,5,4,10,7,5,4,10,5,5,0.04904,0.08946,0.23563,0.24093,1,1,24:01:2021,20:14:20,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.8225,02:23:09,324,324.09941,-999,-999,-999,-999,-999,75.034335,75.66601,1.142726,0.018953,0.273237,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06013,0.10983,0.28738,0.29617,1,1,24:01:2021,19:53:27,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.8225,02:47:02,324,324.115995,-999,-999,-999,-999,-999,70.069211,70.685947,1.451246,0.037319,0.285802,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.05574,0.10189,0.26657,0.27503,1,1,24:01:2021,19:56:42,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.8225,03:40:00,324,324.152778,-999,-999,-999,-999,-999,59.606033,60.17306,2.246384,0.106064,0.335282,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.04958,0.09079,0.23719,0.24541,1,1,0.274050926,05:03:56,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.8225,03:49:16,324,324.159213,-999,-999,-999,-999,-999,57.878166,58.433522,2.333554,0.224256,0.335282,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.04883,0.08945,0.23363,0.24184,1,1,0.274050926,05:05:40,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.8225,09:49:13,324,324.409178,-999,-999,-999,-999,-999,58.666318,58.109397,2.88888,0.128232,0.311241,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.0491,0.08957,0.23594,0.2412,1,1,0.274050926,05:05:22,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.8225,10:01:49,324,324.417928,-999,-999,-999,-999,-999,61.046104,60.473763,2.826978,0.030685,0.317855,3,10,8,5,3,10,7,5,3,10,7,3,3,10,6,3,0.05017,0.09144,0.24122,0.24606,1,1,24:01:2021,20:04:51,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.864166667,02:23:53,325,325.099919,-999,-999,-999,-999,-999,75.030229,75.660416,1.020086,0.020834,0.299205,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06012,0.10982,0.28736,0.29614,1,1,0.274050926,05:04:27,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.864166667,02:47:48,325,325.116528,-999,-999,-999,-999,-999,70.070943,70.685981,0.903338,0.016145,0.319708,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.05574,0.10189,0.26658,0.27503,1,1,0.274050926,05:03:56,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.864166667,03:40:58,325,325.153449,0.10274,0.063829,0.042198,0.040345,1.29084,59.604944,60.169498,2.060126,0.071183,0.487596,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.04957,0.09078,0.23718,0.2454,1,1,24:01:2021,20:16:21,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.864166667,03:49:31,325,325.159387,0.10809,0.062369,0.039298,0.038406,1.469886,58.016674,58.570373,1.56791,0.04845,0.494983,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.04889,0.08955,0.2339,0.24211,1,1,24:01:2021,19:51:45,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.864166667,09:49:29,325,325.409363,-999,-999,-999,-999,-999,58.810378,58.255051,2.734143,0.166709,0.377422,4,10,7,5,4,10,7,5,3,11,7,5,4,10,7,5,0.04916,0.08968,0.23623,0.24149,1,1,24:01:2021,20:05:03,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.864166667,10:02:05,325,325.418113,-999,-999,-999,-999,-999,61.183635,60.612824,3.291206,0.399212,0.371266,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.05024,0.09155,0.24154,0.24636,1,1,24:01:2021,20:08:00,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.864166667,10:51:12,325,325.452222,-999,-999,-999,-999,-999,70.949927,70.334042,2.267272,0.118615,0.357219,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0563,0.10215,0.27135,0.27375,1,1,24:01:2021,20:10:39,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.864166667,11:15:07,325,325.468831,-999,-999,-999,-999,-999,75.929666,75.298928,1.770126,0.007222,0.362941,4,10,7,6,4,10,7,6,4,9,7,6,4,10,7,6,0.0609,0.11018,0.29393,0.29439,1,1,24:01:2021,20:13:35,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.905833333,02:24:35,326,326.100405,-999,-999,-999,-999,-999,75.033918,75.662662,0.879261,0.005678,0.311681,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06012,0.10983,0.28738,0.29616,1,1,24:01:2021,20:09:40,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.905833333,02:48:36,326,326.117083,-999,-999,-999,-999,-999,70.066494,70.679842,1.351388,0.006685,0.35886,4,10,7,5,4,10,7,5,4,10,7,6,4,10,7,6,0.05574,0.10188,0.2666,0.27501,1,1,0.274050926,05:07:22,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.905833333,09:49:45,326,326.409549,-999,-999,-999,-999,-999,58.948563,58.394807,4.642873,0.29273,0.260549,4,10,7,5,4,10,7,5,3,11,7,5,4,10,7,5,0.04922,0.08978,0.23652,0.24176,1,1,24:01:2021,19:50:46,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.905833333,10:50:53,326,326.452002,-999,-999,-999,-999,-999,70.939407,70.325216,3.356619,0.067719,0.283875,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0563,0.10214,0.27135,0.27372,1,1,24:01:2021,19:55:36,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.905833333,11:14:54,326,326.468681,-999,-999,-999,-999,-999,75.927551,75.298256,2.610639,0.127033,0.28762,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06089,0.11017,0.29388,0.29439,1,1,24:01:2021,19:59:31,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.9475,02:25:18,327,327.100903,-999,-999,-999,-999,-999,75.034788,75.662108,1.724828,0.022163,0.247884,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06013,0.10983,0.2874,0.29615,1,1,0.274050926,05:09:05,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.9475,02:49:23,327,327.117627,-999,-999,-999,-999,-999,70.065957,70.677659,1.573048,0.023331,0.283058,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.05574,0.10188,0.26659,0.275,1,1,24:01:2021,20:03:54,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.9475,03:42:53,327,327.15478,-999,-999,-999,-999,-999,59.606448,60.166198,1.752131,0.136305,0.301355,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,4,0.04958,0.09078,0.23719,0.24539,1,1,0.274050926,05:09:03,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.9475,03:50:02,327,327.159745,-999,-999,-999,-999,-999,58.287854,58.838394,2.35527,0.1437,0.297356,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.049,0.08975,0.23445,0.24264,1,1,0.274050926,05:09:10,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.9475,09:49:59,327,327.409711,-999,-999,-999,-999,-999,59.074679,58.522514,4.141613,0.232431,0.224689,3,11,7,5,4,10,7,5,3,11,7,5,4,10,7,5,0.04928,0.08988,0.23679,0.24201,1,1,0.274050926,05:10:29,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.9475,10:50:39,327,327.45184,-999,-999,-999,-999,-999,70.941036,70.328463,2.425212,0.027715,0.244177,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0563,0.10214,0.27132,0.27373,1,1,0.274050926,05:10:13,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.9475,11:14:43,327,327.468553,-999,-999,-999,-999,-999,75.927525,75.299642,2.113975,0.026873,0.245784,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06089,0.11017,0.29389,0.2944,1,1,24:01:2021,20:13:59,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.989166667,02:26:01,328,328.1014,-999,-999,-999,-999,-999,75.036206,75.662132,1.131891,0.012461,0.249549,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06013,0.10983,0.28745,0.29615,1,1,24:01:2021,19:59:59,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.989166667,02:50:08,328,328.118148,-999,-999,-999,-999,-999,70.072545,70.68266,1.384399,0.018429,0.27517,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.05574,0.10188,0.26659,0.27502,1,1,24:01:2021,20:02:54,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.989166667,03:43:51,328,328.155451,-999,-999,-999,-999,-999,59.605571,60.162976,1.505552,0.076047,0.389584,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.04957,0.09078,0.23719,0.24539,1,1,0.274050926,05:12:32,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.989166667,03:50:33,328,328.160104,-999,-999,-999,-999,-999,58.374684,58.923388,2.11831,0.146398,0.37907,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.04904,0.08982,0.23463,0.24281,1,1,0.274050926,05:12:06,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.989166667,09:50:17,328,328.409919,-999,-999,-999,-999,-999,59.207165,58.656478,1.636426,0.100342,0.306789,3,11,7,5,4,10,7,5,3,11,7,5,4,10,7,5,0.04934,0.08998,0.23707,0.24228,1,1,0.274050926,05:12:19,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.989166667,10:02:54,328,328.418681,-999,-999,-999,-999,-999,61.564575,60.998197,4.381482,0.203959,0.299038,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.05042,0.09188,0.24244,0.24721,1,1,24:01:2021,20:11:46,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.989166667,10:50:26,328,328.45169,-999,-999,-999,-999,-999,70.941056,70.330074,1.573618,0.009976,0.317261,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0563,0.10214,0.27131,0.27373,1,1,0.274050926,05:12:50,344,18.537255,73.805491,595,lev20,Almucantar
Pune,0.989166667,11:14:33,328,328.468437,-999,-999,-999,-999,-999,75.926045,75.299549,1.609232,0.005913,0.328699,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.0609,0.11017,0.2939,0.2944,1,1,0.274050926,05:14:29,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:11:2004,02:26:45,329,329.10191,-999,-999,-999,-999,-999,75.034578,75.659132,1.179586,0.043628,0.259944,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.06023,0.11271,0.27817,0.28864,1,1,0.274050926,05:13:53,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:11:2004,02:50:56,329,329.118704,-999,-999,-999,-999,-999,70.069189,70.677714,1.3571,0.017401,0.282954,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.05604,0.10469,0.25842,0.26835,1,1,24:01:2021,19:54:56,344,18.537255,73.805491,595,lev20,Almucantar
Pune,24:11:2004,03:51:29,329,329.160752,-999,-999,-999,-999,-999,58.384845,58.931209,2.810591,0.261092,0.344505,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,4,0.04965,0.0925,0.22814,0.23748,1,1,24:01:2021,19:58:15,344,18.537255,73.805491,595,lev20,Almucantar
